   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,               theta,            theta_pw,           cls_theta,          csl_radius,             anchors
             0.96163,             0.98383,             0.98156,             0.86375,            0.013354,            0.013561,          8.0303e-09,            0.054053,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.8,                   1,                   1,                   1,                 0.5,                   4,                   0,               0.015,                 0.7,                 0.4,                   0,                 0.1,                0.25,                   0,                   0,                 0.5,                 0.5,                   0,                   0,                   0,                 0.5,                   1,                 180,                   2,                   3
