               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.19934,            0.026908,            0.024186,             0.52787,                   0,                   0,                   0,                   0,              0.1653,             0.03287,            0.010169,             0.31877,            0.000128,            0.000128,            0.008848
                   1,             0.16112,            0.027409,           0.0046147,             0.24742,            0.075553,             0.10162,            0.023535,           0.0039476,             0.13926,            0.033042,           0.0012273,             0.20776,          0.00025699,          0.00025699,            0.007687
                   2,              0.1343,            0.026495,          0.00082772,             0.19416,             0.22081,             0.27252,             0.12621,            0.024166,             0.11428,            0.031257,          0.00034624,             0.18965,          0.00038596,          0.00038596,            0.006526
                   3,             0.11525,            0.024932,          0.00035475,             0.18744,             0.33721,             0.25635,             0.16547,            0.035793,             0.10023,            0.029458,          0.00025449,             0.18728,          0.00051487,          0.00051487,           0.0053649
                   4,             0.10485,            0.022371,          0.00026738,              0.1858,             0.43001,             0.33025,             0.21935,            0.063518,            0.089243,            0.024686,          0.00020379,             0.18587,          0.00064372,          0.00064372,           0.0042037
                   5,            0.096623,            0.018049,          0.00017251,             0.18456,             0.44054,             0.33487,             0.26362,            0.081075,            0.082988,            0.021836,          0.00012273,             0.18532,          0.00077247,          0.00077247,           0.0030425
                   6,            0.092531,            0.016921,            0.000139,             0.18401,             0.41576,             0.37644,             0.30176,            0.083888,            0.080749,            0.019681,          0.00011646,             0.18459,          0.00090111,          0.00090111,           0.0018811
                   7,             0.09212,            0.016121,          0.00012335,             0.18355,             0.46563,             0.45497,             0.36325,             0.11476,            0.077655,            0.018547,          8.5439e-05,             0.18424,          0.00099866,          0.00099866,          0.00099866
                   8,            0.086078,            0.015526,          0.00012313,             0.18191,              0.5725,             0.39954,             0.38993,             0.11469,            0.075036,            0.018034,          8.6798e-05,             0.18338,          0.00099866,          0.00099866,          0.00099866
                   9,            0.083083,            0.015788,          0.00010178,             0.18113,             0.51899,             0.47096,              0.4353,             0.13551,            0.069187,            0.017469,          7.3565e-05,             0.18151,          0.00099825,          0.00099825,          0.00099825
                  10,            0.077715,            0.014426,          0.00010075,              0.1796,             0.52891,             0.42032,             0.43566,             0.15829,            0.066408,            0.017019,          7.0162e-05,             0.17955,          0.00099778,          0.00099778,          0.00099778
                  11,            0.072989,            0.014117,          8.3097e-05,             0.17847,             0.39559,             0.49885,              0.4219,             0.15111,            0.064277,            0.016084,          6.1774e-05,             0.17877,          0.00099726,          0.00099726,          0.00099726
                  12,            0.072646,            0.014317,          8.4898e-05,             0.17661,             0.58076,             0.69746,             0.67341,             0.23243,            0.062144,            0.015745,          6.2036e-05,             0.17437,          0.00099669,          0.00099669,          0.00099669
                  13,            0.071303,             0.01306,          7.1478e-05,             0.17174,             0.53427,             0.71797,             0.61335,             0.21682,            0.062248,            0.015283,          5.4434e-05,             0.16909,          0.00099606,          0.00099606,          0.00099606
                  14,            0.070762,             0.01311,          5.9585e-05,             0.16714,             0.70196,             0.90293,             0.79054,              0.3342,            0.058018,              0.0144,          5.2719e-05,             0.16598,          0.00099537,          0.00099537,          0.00099537
                  15,            0.069838,            0.012288,          5.7298e-05,             0.16262,             0.78271,             0.91686,             0.88117,             0.39166,            0.060766,            0.015188,          4.6356e-05,             0.16119,          0.00099464,          0.00099464,          0.00099464
                  16,             0.06894,            0.012806,          4.9011e-05,             0.15695,             0.80258,             0.85439,              0.8602,             0.41545,            0.058693,            0.014248,          4.7115e-05,             0.15748,          0.00099384,          0.00099384,          0.00099384
                  17,            0.066925,            0.011907,          4.6766e-05,             0.15392,             0.83061,             0.83834,             0.90875,             0.50336,            0.056167,            0.014013,          3.8626e-05,             0.15389,            0.000993,            0.000993,            0.000993
                  18,            0.066393,            0.012146,          3.9821e-05,             0.15096,             0.82028,             0.88543,             0.91366,             0.53122,            0.055587,            0.013451,          3.2155e-05,             0.14895,           0.0009921,           0.0009921,           0.0009921
                  19,            0.064512,            0.012505,          4.1013e-05,              0.1483,             0.85526,             0.91433,             0.92318,             0.48316,            0.053859,             0.01365,          3.3735e-05,             0.14571,          0.00099114,          0.00099114,          0.00099114
