               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.16992,            0.030994,            0.021231,             0.49709,             0.16524,             0.32047,             0.11698,            0.025744,             0.12938,            0.037335,           0.0043757,             0.27458,            0.000128,            0.000128,            0.008848
                   1,             0.11641,            0.027172,            0.002457,              0.2171,             0.40621,             0.39182,              0.2722,            0.071732,            0.092976,            0.032297,          0.00084769,             0.19235,          0.00025699,          0.00025699,            0.007687
                   2,            0.098311,            0.024027,          0.00068402,             0.18978,             0.48702,             0.39028,             0.30219,            0.090045,            0.082212,            0.025132,          0.00031268,             0.18759,          0.00038596,          0.00038596,            0.006526
                   3,            0.091049,            0.019108,          0.00035653,             0.18657,             0.58811,             0.44342,             0.41273,             0.13151,            0.074937,            0.022187,          0.00022453,             0.18583,          0.00051487,          0.00051487,           0.0053649
                   4,            0.089331,            0.016878,           0.0002886,             0.18483,             0.48446,              0.4015,             0.34662,             0.11686,            0.072764,            0.018759,          0.00016472,             0.18489,          0.00064372,          0.00064372,           0.0042037
                   5,            0.086609,            0.014753,          0.00021481,             0.18299,             0.61638,             0.58631,             0.55048,              0.1978,            0.076707,            0.018087,           0.0001684,             0.18246,          0.00077247,          0.00077247,           0.0030425
                   6,            0.085821,             0.01435,          0.00019794,             0.18094,             0.63146,             0.42494,             0.44944,             0.15402,            0.071949,            0.019576,          0.00013601,             0.17988,          0.00090111,          0.00090111,           0.0018811
                   7,            0.086397,            0.013731,          0.00016565,             0.17755,              0.5816,              0.5843,             0.59393,             0.22682,            0.072147,            0.016279,          0.00012139,             0.17625,          0.00099866,          0.00099866,          0.00099866
                   8,            0.079905,            0.014071,          0.00012788,             0.17465,             0.53724,             0.67667,              0.6599,             0.24545,            0.064736,            0.015487,          0.00010388,             0.17271,          0.00099866,          0.00099866,          0.00099866
                   9,            0.074648,            0.013213,          0.00012022,             0.16961,             0.82597,             0.74596,             0.84196,             0.34155,            0.062449,            0.015437,          8.4335e-05,              0.1669,          0.00099825,          0.00099825,          0.00099825
                  10,            0.066302,            0.012681,          8.7301e-05,             0.16472,              0.8059,              0.7806,               0.854,             0.39565,            0.055093,            0.013711,          6.0716e-05,              0.1628,          0.00099778,          0.00099778,          0.00099778
                  11,            0.064316,            0.011576,          7.1874e-05,             0.16076,             0.84627,              0.8264,             0.88163,             0.43186,            0.052272,            0.014128,          5.6902e-05,             0.15863,          0.00099726,          0.00099726,          0.00099726
                  12,            0.065317,            0.011612,           5.606e-05,             0.15452,             0.90643,             0.90531,             0.94551,             0.46071,            0.056581,            0.013373,          3.6246e-05,             0.15357,          0.00099669,          0.00099669,          0.00099669
                  13,            0.067206,            0.011202,          4.6353e-05,             0.14971,             0.82109,             0.91224,             0.91465,             0.47907,            0.055604,            0.013197,          3.5994e-05,             0.14938,          0.00099606,          0.00099606,          0.00099606
                  14,            0.063603,            0.011051,           4.162e-05,              0.1472,              0.8641,             0.89575,             0.94076,             0.53496,            0.054698,            0.012559,          3.7323e-05,             0.14885,          0.00099537,          0.00099537,          0.00099537
                  15,            0.060902,            0.011021,          3.4828e-05,             0.14424,             0.84374,              0.9353,             0.94909,             0.56875,            0.054343,            0.012792,          2.7986e-05,             0.14345,          0.00099464,          0.00099464,          0.00099464
                  16,            0.058747,            0.010801,          3.2924e-05,              0.1416,             0.86926,             0.92127,             0.95245,             0.58842,            0.049215,            0.012325,          2.8276e-05,             0.13998,          0.00099384,          0.00099384,          0.00099384
                  17,            0.056732,            0.010882,          2.6659e-05,             0.13782,             0.86962,             0.93533,             0.95512,             0.61199,            0.046697,            0.012447,          2.0608e-05,             0.13499,            0.000993,            0.000993,            0.000993
                  18,            0.055898,            0.010351,          2.2646e-05,             0.13313,             0.94907,             0.94683,             0.97274,             0.57886,            0.049224,            0.013111,          1.8798e-05,             0.13335,           0.0009921,           0.0009921,           0.0009921
                  19,            0.059971,            0.010257,          2.3591e-05,             0.12911,             0.94726,             0.95612,             0.97284,             0.60997,            0.049649,            0.011869,           2.246e-05,               0.129,          0.00099114,          0.00099114,          0.00099114
                  20,            0.060966,            0.010642,          1.9765e-05,             0.12609,              0.9405,             0.94907,             0.97577,             0.61564,            0.051995,            0.012234,          1.8736e-05,             0.12778,          0.00099014,          0.00099014,          0.00099014
                  21,            0.060373,           0.0097666,          1.8901e-05,             0.12185,             0.94771,              0.9628,             0.98303,             0.63959,            0.047984,            0.011771,           1.704e-05,             0.12228,          0.00098907,          0.00098907,          0.00098907
                  22,            0.058161,           0.0096181,           1.866e-05,             0.12186,              0.9396,             0.96994,             0.98017,             0.62396,            0.050443,            0.012068,          1.5283e-05,             0.11851,          0.00098796,          0.00098796,          0.00098796
                  23,            0.057575,           0.0096214,          1.6375e-05,             0.11966,             0.93999,             0.97674,             0.98026,             0.62084,            0.047847,            0.011976,          1.5736e-05,             0.11744,          0.00098679,          0.00098679,          0.00098679
                  24,            0.057314,            0.010031,          1.7642e-05,             0.11693,             0.96156,             0.93072,             0.98153,             0.64867,            0.046071,            0.011427,          1.2356e-05,              0.1149,          0.00098557,          0.00098557,          0.00098557
                  25,            0.056933,           0.0094301,          1.3815e-05,             0.11285,             0.95093,             0.93995,             0.98259,             0.65169,            0.047728,              0.0113,          1.2213e-05,             0.11128,          0.00098429,          0.00098429,          0.00098429
                  26,            0.054682,           0.0097976,          1.3144e-05,             0.10933,             0.94833,             0.93254,             0.97879,              0.6514,            0.047986,            0.011535,          1.0378e-05,             0.10916,          0.00098296,          0.00098296,          0.00098296
                  27,            0.053011,           0.0096986,          1.0808e-05,             0.10723,             0.94738,             0.95843,             0.98276,             0.68155,            0.042904,            0.011366,          7.1046e-06,             0.10656,          0.00098158,          0.00098158,          0.00098158
                  28,            0.051784,           0.0096143,          7.9732e-06,             0.10553,             0.93318,             0.96765,              0.9755,             0.68744,            0.043528,            0.010807,           7.701e-06,             0.10393,          0.00098015,          0.00098015,          0.00098015
                  29,            0.050042,           0.0092096,          7.9467e-06,             0.10285,             0.93064,             0.96767,             0.97947,             0.72614,             0.04347,            0.011174,          6.1272e-06,             0.10253,          0.00097866,          0.00097866,          0.00097866
                  30,            0.050732,           0.0091598,          7.6486e-06,              0.1013,             0.93229,             0.95612,             0.97395,             0.70999,            0.043311,            0.011032,          5.8591e-06,             0.10154,          0.00097712,          0.00097712,          0.00097712
                  31,            0.050682,           0.0088698,          1.3061e-05,              0.1005,             0.91973,             0.97911,             0.97907,             0.71246,             0.04177,            0.010669,          5.1708e-06,             0.10077,          0.00097553,          0.00097553,          0.00097553
                  32,            0.050113,           0.0090854,          6.3384e-06,            0.099135,             0.90451,             0.96305,             0.96465,             0.72135,            0.044226,            0.010737,          5.3012e-06,            0.099201,          0.00097389,          0.00097389,          0.00097389
                  33,            0.053489,           0.0094859,          6.9436e-06,            0.098232,             0.97561,             0.93303,             0.98141,             0.70532,            0.046374,            0.010941,          5.8465e-06,            0.098516,          0.00097219,          0.00097219,          0.00097219
                  34,            0.050417,           0.0095346,          1.2471e-05,            0.095873,             0.92185,             0.95381,             0.97524,             0.71766,            0.043198,            0.010979,          7.2204e-06,            0.097925,          0.00097044,          0.00097044,          0.00097044
                  35,            0.048758,           0.0089812,          7.5475e-06,              0.0954,                0.92,             0.95611,             0.97084,             0.71263,            0.043044,              0.0106,          6.5673e-06,            0.096178,          0.00096864,          0.00096864,          0.00096864
                  36,            0.049833,           0.0090508,          8.1065e-06,             0.09493,             0.89772,              0.9746,             0.97102,             0.73133,            0.042896,            0.010432,          6.2059e-06,            0.095237,          0.00096679,          0.00096679,          0.00096679
                  37,            0.050375,           0.0090755,          7.2581e-06,            0.095236,             0.90446,             0.98614,             0.97199,              0.7125,            0.043676,            0.010756,          6.2382e-06,            0.094334,          0.00096489,          0.00096489,          0.00096489
                  38,            0.050565,           0.0087774,          8.1512e-06,            0.094534,             0.90706,             0.96998,             0.96832,             0.73492,             0.04382,            0.010451,          7.2355e-06,            0.094357,          0.00096294,          0.00096294,          0.00096294
                  39,            0.048838,           0.0088905,          7.4655e-06,            0.093627,             0.91124,             0.97209,             0.96912,             0.71931,            0.042332,            0.010295,          5.3911e-06,            0.095426,          0.00096094,          0.00096094,          0.00096094
                  40,            0.050146,           0.0092175,          7.7267e-06,            0.093543,             0.94795,             0.96737,             0.98484,             0.71838,            0.042276,            0.010794,          7.4258e-06,            0.096066,          0.00095888,          0.00095888,          0.00095888
                  41,            0.050043,           0.0090919,          9.5167e-06,            0.094433,             0.84078,             0.98845,             0.94407,             0.72137,            0.041749,            0.010067,          7.4721e-06,            0.094147,          0.00095678,          0.00095678,          0.00095678
                  42,            0.046414,           0.0084768,          7.6144e-06,              0.0913,             0.93347,             0.97211,             0.98125,             0.74119,            0.041631,            0.010386,          6.4354e-06,            0.092261,          0.00095462,          0.00095462,          0.00095462
                  43,            0.049153,           0.0089136,          8.1796e-06,            0.092348,             0.90745,              0.9515,             0.95735,             0.72103,            0.043224,            0.010487,          5.7939e-06,            0.093094,          0.00095242,          0.00095242,          0.00095242
                  44,            0.049117,           0.0089566,          7.1409e-06,            0.090907,             0.90677,             0.98831,             0.96737,             0.76003,            0.042389,             0.01069,          4.9553e-06,             0.09024,          0.00095016,          0.00095016,          0.00095016
                  45,            0.048063,           0.0084217,          6.7723e-06,            0.089991,             0.94379,             0.97229,             0.97659,             0.75044,            0.038871,            0.010105,          5.7357e-06,            0.088982,          0.00094786,          0.00094786,          0.00094786
                  46,            0.046164,           0.0085492,          8.1057e-06,            0.090293,              0.9503,             0.97229,             0.98262,             0.73577,            0.039503,            0.010576,          7.0129e-06,             0.08998,          0.00094551,          0.00094551,          0.00094551
                  47,             0.04556,           0.0086024,          6.9155e-06,            0.088052,             0.94069,             0.95843,             0.97783,             0.76289,            0.039288,            0.010066,          4.9336e-06,             0.08891,          0.00094311,          0.00094311,          0.00094311
                  48,            0.047562,           0.0086468,          6.0226e-06,            0.088125,             0.96205,             0.99535,             0.98486,             0.75101,            0.042237,            0.010022,          4.1019e-06,            0.088367,          0.00094066,          0.00094066,          0.00094066
                  49,            0.048534,           0.0086157,          8.6763e-06,            0.086504,             0.96818,              0.9838,              0.9867,             0.73464,            0.042437,            0.010428,          5.6772e-06,            0.088509,          0.00093816,          0.00093816,          0.00093816
                  50,             0.04859,           0.0087589,          9.2322e-06,            0.086106,             0.95077,              0.9813,             0.98252,             0.73541,            0.042063,            0.010328,          7.4365e-06,             0.08583,          0.00093561,          0.00093561,          0.00093561
                  51,              0.0477,           0.0089481,          9.5952e-06,              0.0842,             0.97459,             0.97446,             0.98608,             0.75875,            0.039733,            0.010169,          5.7756e-06,            0.084743,          0.00093302,          0.00093302,          0.00093302
                  52,            0.048439,           0.0086894,          7.2749e-06,            0.082229,             0.97032,              0.9815,             0.98757,             0.77368,            0.040707,           0.0099358,          5.8567e-06,            0.083082,          0.00093038,          0.00093038,          0.00093038
                  53,            0.048259,           0.0085682,          7.3548e-06,            0.082369,             0.97726,             0.99307,             0.98614,             0.76607,            0.040333,            0.010188,          5.3744e-06,            0.082671,          0.00092769,          0.00092769,          0.00092769
                  54,            0.046312,            0.008692,          7.0241e-06,            0.080721,             0.97722,             0.99074,             0.98545,             0.77613,            0.039909,             0.01031,          5.9956e-06,            0.080722,          0.00092495,          0.00092495,          0.00092495
                  55,            0.044879,           0.0087032,          7.7399e-06,            0.080043,             0.97711,             0.98606,             0.98427,             0.77926,            0.038903,           0.0099771,          4.5002e-06,            0.079839,          0.00092217,          0.00092217,          0.00092217
                  56,            0.047466,           0.0084773,          5.1996e-06,            0.077237,             0.97072,             0.99538,             0.98334,             0.76789,            0.039827,            0.009906,          4.0048e-06,              0.0792,          0.00091934,          0.00091934,          0.00091934
                  57,            0.048424,           0.0087094,          7.1901e-06,            0.078227,             0.97039,             0.98381,             0.99005,             0.74211,            0.041997,           0.0099581,          3.5279e-06,             0.07774,          0.00091647,          0.00091647,          0.00091647
                  58,            0.047171,           0.0091394,          6.8638e-06,             0.07822,             0.97266,             0.98604,             0.98922,             0.75499,            0.042083,            0.010294,           4.804e-06,            0.079629,          0.00091355,          0.00091355,          0.00091355
                  59,            0.046323,           0.0082951,          4.7361e-06,            0.076822,             0.97273,             0.98839,             0.98735,             0.77072,            0.038561,            0.009779,          3.8877e-06,            0.075799,          0.00091058,          0.00091058,          0.00091058
                  60,            0.045241,           0.0085855,          5.8349e-06,            0.077524,             0.97717,             0.99076,              0.9896,              0.7692,            0.039249,           0.0099547,          3.9645e-06,            0.079043,          0.00090757,          0.00090757,          0.00090757
                  61,            0.043874,           0.0080919,          9.6691e-06,            0.076907,             0.96188,             0.99307,             0.98496,             0.76356,            0.038658,           0.0097952,          3.8623e-06,            0.078321,          0.00090452,          0.00090452,          0.00090452
                  62,             0.04263,           0.0082162,          4.2479e-06,            0.075885,             0.97727,             0.99307,             0.98617,             0.76076,            0.038949,           0.0097042,          3.1353e-06,            0.078511,          0.00090142,          0.00090142,          0.00090142
                  63,            0.044643,           0.0087485,          4.6986e-06,            0.077799,             0.97288,             0.99538,              0.9883,             0.79143,             0.03688,           0.0098592,            3.73e-06,            0.075154,          0.00089828,          0.00089828,          0.00089828
