               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.01013,            0.037486,            0.043133,             0.78762,             0.08284,             0.11351,            0.022799,           0.0046199,           0.0099378,             0.03104,            0.033284,             0.70042,             4.8e-05,             4.8e-05,            0.095248
                   1,            0.010002,            0.030619,            0.032788,             0.70997,            0.015837,            0.035398,           0.0029796,          0.00058815,           0.0095579,            0.028582,            0.024105,             0.63751,          9.6976e-05,          9.6976e-05,            0.090397
                   2,            0.009966,            0.026648,            0.026028,             0.67359,           0.0032624,            0.026549,           0.0015236,          0.00035189,            0.009307,            0.025609,            0.020947,              0.6024,          0.00014586,          0.00014586,            0.085546
                   3,           0.0097896,             0.02433,            0.021704,             0.62328,           0.0068122,            0.035398,           0.0021479,          0.00026836,           0.0089854,            0.024552,            0.017324,             0.56125,          0.00019457,          0.00019457,            0.080695
                   4,           0.0097623,            0.022523,            0.017366,             0.59604,            0.018664,            0.088496,           0.0083251,           0.0021047,           0.0087998,            0.022696,            0.013771,              0.5217,          0.00024305,          0.00024305,            0.075843
                   5,           0.0093585,            0.021368,             0.01393,             0.55368,            0.018138,             0.13274,            0.010281,           0.0022051,           0.0082134,             0.02178,            0.010682,             0.48329,          0.00029121,          0.00029121,            0.070991
                   6,           0.0087556,            0.020704,            0.010573,             0.50354,            0.035705,            0.053097,            0.013443,           0.0022405,           0.0079009,            0.020975,           0.0082498,              0.4436,            0.000339,            0.000339,            0.066139
                   7,           0.0086032,            0.020045,           0.0081189,             0.46743,            0.033606,             0.21239,            0.020239,           0.0037901,           0.0077854,            0.020351,           0.0060533,             0.40124,          0.00038634,          0.00038634,            0.061286
                   8,           0.0079832,            0.019515,           0.0056675,             0.41187,            0.061663,             0.29204,            0.037369,           0.0068554,           0.0073885,            0.019849,           0.0039273,             0.35223,          0.00043316,          0.00043316,            0.056433
                   9,           0.0079982,            0.019132,           0.0039397,             0.36343,             0.20087,             0.29204,             0.10729,            0.017995,           0.0073223,            0.018631,           0.0023491,             0.30065,          0.00047939,          0.00047939,            0.051579
                  10,           0.0079233,            0.017786,           0.0026138,             0.31098,             0.19167,             0.35398,              0.1386,            0.025911,           0.0073817,            0.016347,           0.0015962,             0.25004,          0.00052497,          0.00052497,            0.046725
                  11,           0.0081027,            0.016509,           0.0017465,             0.27387,             0.25542,             0.40708,             0.20294,            0.037294,           0.0074277,            0.014779,          0.00088468,             0.21139,          0.00056982,          0.00056982,             0.04187
