               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.01013,            0.037486,            0.043133,             0.78762,             0.08284,             0.11351,            0.022799,           0.0046199,           0.0099378,             0.03104,            0.033284,             0.70042,             4.8e-05,             4.8e-05,            0.095248
                   1,            0.010002,            0.030622,             0.03281,             0.70995,            0.015709,            0.026549,           0.0032947,          0.00067218,           0.0095698,            0.028379,            0.024066,             0.63694,          9.6999e-05,          9.6999e-05,            0.090397
                   2,            0.009967,            0.026624,            0.026002,              0.6732,           0.0044886,            0.026549,           0.0016393,          0.00029983,           0.0091323,            0.026143,            0.021358,             0.60306,          0.00014599,          0.00014599,            0.085546
                   3,           0.0098439,             0.02418,            0.021591,              0.6231,           0.0065109,            0.035398,           0.0033523,          0.00067175,           0.0088963,            0.024206,            0.017211,             0.55895,          0.00019498,          0.00019498,            0.080695
                   4,           0.0097705,            0.022484,            0.017265,             0.59562,            0.020093,             0.12389,            0.012294,           0.0023362,           0.0086261,            0.022368,            0.013922,             0.52148,          0.00024397,          0.00024397,            0.075844
                   5,           0.0093932,            0.021317,            0.013861,             0.55316,            0.033634,            0.079646,            0.015292,           0.0028805,           0.0081585,            0.021428,            0.010656,             0.48181,          0.00029293,          0.00029293,            0.070993
                   6,           0.0087403,            0.020633,            0.010566,             0.50268,            0.023773,            0.053097,            0.011002,           0.0019766,           0.0078473,            0.020777,           0.0082057,             0.44272,          0.00034189,          0.00034189,            0.066142
                   7,           0.0085961,            0.019998,           0.0080405,             0.46581,            0.026192,             0.18584,            0.015234,           0.0038702,           0.0076805,            0.020277,           0.0059765,              0.4011,          0.00039083,          0.00039083,            0.061291
                   8,            0.007953,            0.019513,           0.0056081,             0.41015,             0.05267,              0.2652,            0.031253,           0.0053156,           0.0073472,            0.019789,           0.0038331,             0.35173,          0.00043975,          0.00043975,             0.05644
                   9,           0.0080126,            0.019151,            0.003819,             0.36072,             0.18094,             0.29204,             0.10162,            0.017416,           0.0073224,            0.018477,           0.0022673,             0.29846,          0.00048865,          0.00048865,            0.051589
                  10,           0.0079331,             0.01776,           0.0025132,             0.30811,             0.18004,             0.38053,             0.12662,            0.021534,           0.0073836,            0.016341,           0.0015207,             0.24712,          0.00053752,          0.00053752,            0.046738
                  11,           0.0081108,            0.016503,           0.0016885,             0.27109,             0.26367,             0.41514,             0.21136,            0.035795,           0.0074188,            0.014858,          0.00084254,             0.20857,          0.00058637,          0.00058637,            0.041886
                  12,           0.0078585,            0.014776,          0.00089247,             0.22393,             0.33584,             0.47788,             0.23729,            0.055266,           0.0070701,             0.01371,          0.00046272,             0.18445,          0.00063519,          0.00063519,            0.037035
                  13,           0.0075242,            0.013638,          0.00046899,             0.20196,              0.4049,             0.53982,             0.31812,            0.068784,           0.0068333,            0.013062,          0.00027967,             0.17318,          0.00068397,          0.00068397,            0.032184
