               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.15896,            0.028647,           0.0044012,              0.2333,             0.20706,              0.1963,            0.097792,              0.0168,             0.16119,            0.026042,          0.00035942,             0.18316,             0.00128,             0.00128,             0.08848
                   1,              0.1188,            0.025379,          0.00026834,             0.18552,             0.36362,             0.25404,             0.18905,            0.055007,              0.1078,            0.028001,          0.00013062,             0.17682,           0.0025694,           0.0025694,            0.076869
                   2,             0.11003,            0.022492,          0.00015248,             0.18007,             0.42889,             0.39723,              0.3565,            0.087561,             0.10845,            0.023298,           0.0001135,             0.17072,           0.0038562,           0.0038562,            0.065256
                   3,             0.10686,            0.020952,          0.00011278,             0.17109,             0.43462,             0.57698,             0.41944,             0.10894,            0.096667,            0.024439,          8.4379e-05,             0.16103,           0.0051386,           0.0051386,            0.053639
                   4,             0.10735,            0.019309,          8.1459e-05,             0.15968,             0.51887,             0.53118,             0.46662,              0.1462,              0.1036,            0.027387,          4.5368e-05,              0.1656,           0.0064146,           0.0064146,            0.042015
                   5,            0.098123,            0.018887,          6.2935e-05,             0.14905,             0.22921,             0.75982,             0.22712,            0.084287,            0.092261,             0.08429,          4.9105e-05,             0.14387,           0.0076824,           0.0076824,            0.030382
                   6,            0.097313,            0.017767,          5.4699e-05,             0.14349,             0.60988,             0.42725,             0.48929,             0.18669,             0.10652,            0.032313,          4.5855e-05,             0.20585,           0.0089401,           0.0089401,             0.01874
                   7,             0.10029,            0.017999,          5.1119e-05,             0.14191,             0.71471,             0.56813,             0.61495,             0.19508,            0.091633,            0.023172,          3.8198e-05,             0.13249,           0.0098796,           0.0098796,           0.0098796
                   8,            0.095249,            0.018625,          5.0421e-05,             0.13471,              0.6376,             0.78522,             0.73639,              0.2877,            0.086319,            0.021318,          4.6407e-05,             0.12651,           0.0098796,           0.0098796,           0.0098796
                   9,             0.10726,            0.019731,            4.77e-05,              0.1411,                   0,                   0,                   0,                   0,             0.28471,              1.2158,            0.015164,                52.3,           0.0098429,           0.0098429,           0.0098429
