               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.19934,            0.026908,            0.024186,             0.52787,                   0,                   0,                   0,                   0,              0.1653,             0.03287,            0.010169,             0.31877,            0.000128,            0.000128,            0.008848
                   1,             0.16112,            0.027406,           0.0046047,             0.24736,             0.14845,             0.17552,            0.063916,            0.010654,             0.13822,            0.033203,           0.0012363,              0.2078,          0.00025699,          0.00025699,            0.007687
                   2,             0.13289,            0.026399,          0.00081824,             0.19411,             0.12543,              0.2679,            0.061786,            0.011673,             0.11044,            0.031906,           0.0003659,             0.18912,          0.00038596,          0.00038596,            0.006526
                   3,             0.11705,            0.024645,          0.00036876,             0.18743,             0.15228,              0.1709,            0.072712,            0.013304,             0.10592,            0.028452,          0.00027402,             0.18697,          0.00051487,          0.00051487,           0.0053649
                   4,             0.11156,            0.022242,          0.00030031,             0.18578,             0.48206,             0.35797,             0.30201,            0.086208,            0.089965,            0.024918,          0.00021707,             0.18555,          0.00064372,          0.00064372,           0.0042037
                   5,            0.098898,            0.018827,          0.00019467,             0.18439,             0.53301,             0.37182,             0.32709,             0.10978,            0.084621,            0.022179,           0.0001224,             0.18504,          0.00077247,          0.00077247,           0.0030425
                   6,            0.094543,            0.017226,          0.00015272,             0.18388,             0.50434,             0.38069,             0.33737,             0.10153,            0.080468,            0.020131,          0.00011752,             0.18429,          0.00090111,          0.00090111,           0.0018811
                   7,            0.092585,            0.016555,          0.00013104,             0.18351,             0.53407,             0.43415,             0.38379,             0.12044,            0.078143,            0.019167,          9.6389e-05,             0.18393,          0.00099866,          0.00099866,          0.00099866
                   8,            0.093481,            0.016463,          0.00012933,             0.18179,             0.56864,             0.41801,             0.38261,             0.12846,            0.084697,            0.021411,          8.4853e-05,             0.18321,          0.00099866,          0.00099866,          0.00099866
                   9,            0.092462,            0.016849,          0.00011782,             0.18096,             0.55758,             0.35509,             0.37074,             0.10718,            0.075528,            0.017562,            9.25e-05,             0.18175,          0.00099825,          0.00099825,          0.00099825
                  10,            0.083055,            0.014967,          0.00011133,             0.17962,             0.59677,              0.3623,             0.40072,              0.1325,            0.065444,            0.017378,          9.1177e-05,             0.17963,          0.00099778,          0.00099778,          0.00099778
                  11,            0.074661,            0.014419,          9.3987e-05,             0.17791,             0.51566,             0.56813,             0.55329,             0.20902,            0.063618,            0.016312,           7.578e-05,             0.17828,          0.00099726,          0.00099726,          0.00099726
                  12,            0.073369,            0.014654,          8.2973e-05,             0.17662,             0.53556,             0.67667,             0.60669,             0.20139,            0.061326,            0.015774,          7.5512e-05,             0.17452,          0.00099669,          0.00099669,          0.00099669
                  13,            0.069119,            0.013285,          7.4195e-05,             0.17187,             0.53743,             0.77598,             0.67113,             0.22146,            0.062003,            0.015623,          6.0791e-05,             0.16886,          0.00099606,          0.00099606,          0.00099606
                  14,             0.07054,            0.013624,          6.2417e-05,             0.16632,             0.62549,             0.81986,               0.756,             0.28992,            0.060907,            0.015174,          5.5122e-05,             0.16498,          0.00099537,          0.00099537,          0.00099537
                  15,            0.068426,            0.012494,          5.4908e-05,             0.16179,             0.77846,             0.83603,             0.82758,              0.2812,             0.06165,            0.015538,          4.1466e-05,             0.16134,          0.00099464,          0.00099464,          0.00099464
