               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.011847,            0.041812,            0.057389,             0.91537,             0.14218,                0.15,            0.052003,           0.0081287,           0.0079479,            0.037874,            0.026589,             0.56919,               4e-05,               4e-05,             0.09964
                   1,            0.011605,            0.040721,            0.055899,             0.90042,              0.2494,                 0.1,            0.083698,            0.011307,           0.0078857,            0.036472,            0.024789,             0.55785,          8.9982e-05,          8.9982e-05,             0.09919
                   2,            0.010895,            0.039523,            0.048321,             0.85131,             0.11248,                0.15,            0.070254,             0.02935,           0.0073689,            0.035135,            0.025137,             0.53946,          0.00013989,          0.00013989,             0.09874
                   3,            0.011208,            0.038321,            0.040118,             0.80568,            0.073132,                0.05,            0.011799,           0.0024519,           0.0074079,            0.034504,            0.023134,             0.52341,          0.00018966,          0.00018966,             0.09829
                   4,            0.011062,            0.036534,            0.037633,             0.78838,             0.13623,                0.15,            0.030599,            0.008616,           0.0071537,            0.031128,            0.022466,             0.51346,          0.00023924,          0.00023924,            0.097839
                   5,            0.010907,            0.033436,            0.032628,             0.76731,            0.060133,                0.25,            0.028758,           0.0066759,           0.0070827,            0.030439,            0.021084,             0.50065,          0.00028857,          0.00028857,            0.097389
                   6,            0.010665,            0.033436,            0.032728,              0.7462,             0.10106,                 0.1,            0.023665,           0.0038878,           0.0068662,            0.029816,            0.019565,             0.49172,          0.00033759,          0.00033759,            0.096938
                   7,            0.010634,            0.030938,            0.030244,             0.72398,            0.059998,                 0.2,            0.027079,           0.0047581,           0.0068352,            0.028659,            0.018727,             0.48145,          0.00038624,          0.00038624,            0.096486
                   8,             0.01062,             0.03131,            0.026379,             0.70371,             0.11857,                0.35,            0.062113,            0.012829,           0.0069449,            0.027231,            0.017344,             0.47261,          0.00043447,          0.00043447,            0.096034
                   9,            0.010297,            0.029427,            0.025156,               0.689,             0.12133,                0.25,            0.065562,           0.0088953,           0.0067908,            0.025561,            0.015831,             0.46354,          0.00048222,          0.00048222,            0.095582
                  10,            0.010534,            0.027962,             0.02242,             0.66595,             0.13208,             0.28935,            0.061168,             0.01195,           0.0067683,            0.024308,            0.015333,             0.45484,          0.00052943,          0.00052943,            0.095129
                  11,            0.010522,            0.027403,             0.02071,             0.64889,             0.15092,                 0.2,            0.073078,             0.01296,           0.0068122,            0.023882,            0.014166,             0.44455,          0.00057605,          0.00057605,            0.094676
                  12,            0.010523,             0.02579,            0.017772,             0.62789,            0.096179,                0.15,            0.031226,           0.0035586,           0.0068029,            0.023193,            0.012505,              0.4324,          0.00062202,          0.00062202,            0.094222
                  13,            0.010133,            0.025232,            0.017418,             0.61341,            0.043698,                 0.1,            0.023243,           0.0039412,           0.0067947,            0.023097,            0.010844,              0.4205,           0.0006673,           0.0006673,            0.093767
                  14,           0.0097985,            0.024711,             0.01483,             0.58385,            0.032028,                0.35,            0.019215,           0.0038655,           0.0067998,            0.022035,           0.0098853,             0.41263,          0.00071183,          0.00071183,            0.093312
                  15,           0.0099365,            0.024112,            0.013252,              0.5666,            0.031916,                0.45,               0.025,           0.0051792,           0.0068599,            0.020498,           0.0088642,              0.4022,          0.00075556,          0.00075556,            0.092856
                  16,            0.009067,            0.024094,             0.01212,             0.52615,            0.029196,                 0.1,            0.014382,           0.0036006,            0.006915,            0.019726,           0.0081159,             0.39239,          0.00079844,          0.00079844,            0.092398
                  17,           0.0094616,             0.02436,            0.010757,             0.53867,             0.03572,                0.35,            0.023289,           0.0029575,           0.0070449,            0.018863,           0.0068026,             0.37681,          0.00084042,          0.00084042,             0.09194
