               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.17573,            0.021793,           0.0079404,              0.2854,            0.019294,             0.36721,            0.013739,           0.0030088,             0.14742,            0.027826,           0.0016169,             0.19221,            0.000128,            0.000128,            0.043728
                   1,             0.12513,            0.025452,           0.0010087,             0.18743,             0.31114,             0.15935,            0.090926,            0.023254,             0.11012,            0.030074,          0.00069544,              0.1874,          0.00025699,          0.00025699,            0.037407
                   2,             0.10783,             0.02377,          0.00049915,             0.18337,             0.27115,              0.1963,             0.10185,            0.025138,            0.091967,            0.025921,          0.00040247,              0.1865,          0.00038596,          0.00038596,            0.031086
                   3,             0.09676,            0.020577,          0.00028967,             0.18506,             0.32941,             0.34411,             0.25403,            0.069774,            0.086005,            0.021998,          0.00026295,             0.18523,          0.00051487,          0.00051487,            0.024765
                   4,            0.092981,            0.017149,          0.00020996,             0.18165,             0.35609,             0.28868,              0.1917,            0.052078,            0.079789,            0.019443,          0.00018609,             0.18299,          0.00064372,          0.00064372,            0.018444
                   5,            0.085571,            0.015751,          0.00013515,             0.18082,             0.45956,             0.47575,             0.33999,            0.099476,            0.072734,            0.015867,          0.00013642,              0.1809,          0.00077247,          0.00077247,            0.012122
                   6,            0.082031,            0.013146,          0.00010374,             0.17797,             0.60314,             0.49654,             0.47285,             0.14989,            0.073293,            0.014189,          0.00010754,              0.1774,          0.00090111,          0.00090111,           0.0058011
                   7,            0.081433,            0.011865,          8.9877e-05,             0.17473,             0.59279,             0.72979,             0.57569,             0.21884,              0.0682,            0.013696,          8.9074e-05,              0.1729,          0.00099866,          0.00099866,          0.00099866
                   8,            0.079737,            0.010875,          7.4148e-05,             0.17035,             0.68302,             0.77135,             0.71419,             0.29647,            0.065891,            0.012878,          8.3127e-05,             0.17034,          0.00099866,          0.00099866,          0.00099866
                   9,            0.078801,            0.011356,          6.5042e-05,             0.16743,             0.71785,              0.7756,             0.77736,              0.3003,            0.072791,            0.013846,          6.6256e-05,             0.16816,          0.00099825,          0.00099825,          0.00099825
                  10,            0.074662,            0.011688,          5.6189e-05,             0.16138,             0.82075,             0.80367,             0.85808,             0.36784,            0.063833,            0.012326,          5.6378e-05,             0.16175,          0.00099778,          0.00099778,          0.00099778
                  11,            0.066891,            0.010393,           4.328e-05,              0.1555,             0.88307,             0.90762,             0.93332,             0.46439,             0.05671,            0.011609,          4.4146e-05,             0.15806,          0.00099726,          0.00099726,          0.00099726
                  12,            0.066855,            0.010321,          3.8019e-05,             0.15383,             0.79285,             0.82217,             0.82312,             0.39757,            0.057471,            0.011641,          3.5064e-05,             0.15325,          0.00099669,          0.00099669,          0.00099669
                  13,             0.06638,           0.0099985,          3.0525e-05,             0.14899,             0.72525,             0.93275,             0.84509,             0.42973,            0.056906,             0.01122,          3.0348e-05,             0.14891,          0.00099606,          0.00099606,          0.00099606
                  14,             0.06601,            0.009701,          2.6477e-05,             0.14483,             0.80612,             0.88453,              0.8937,             0.48437,             0.05706,            0.010839,          2.7072e-05,             0.14696,          0.00099538,          0.00099538,          0.00099538
                  15,            0.068003,           0.0099754,           2.284e-05,             0.14287,             0.80417,             0.92148,             0.90109,             0.46351,            0.058695,            0.010789,          2.3244e-05,              0.1437,          0.00099464,          0.00099464,          0.00099464
                  16,            0.065542,           0.0097535,          2.0273e-05,             0.13788,             0.88043,             0.83372,             0.92785,             0.52641,            0.059281,             0.01108,          2.0969e-05,             0.14128,          0.00099385,          0.00099385,          0.00099385
                  17,            0.064004,           0.0096986,          1.7907e-05,             0.13482,             0.88855,             0.86605,             0.94329,             0.55911,            0.059599,            0.010795,          2.0393e-05,             0.13659,          0.00099301,          0.00099301,          0.00099301
                  18,            0.064059,           0.0099254,          1.6989e-05,             0.13506,             0.78732,             0.93303,             0.87574,             0.54435,            0.058511,            0.010646,           1.984e-05,             0.13537,          0.00099211,          0.00099211,          0.00099211
                  19,            0.062036,           0.0091657,          1.6168e-05,             0.13241,             0.80465,              0.9261,             0.91444,             0.56551,            0.052747,            0.010395,          1.5577e-05,              0.1337,          0.00099115,          0.00099115,          0.00099115
                  20,            0.062902,           0.0095135,          1.3524e-05,             0.12927,              0.8816,             0.91686,             0.94936,             0.60632,            0.054627,            0.010039,          1.3518e-05,              0.1312,          0.00099015,          0.00099015,          0.00099015
                  21,            0.060193,           0.0092724,          1.2487e-05,             0.12771,             0.89464,             0.90531,             0.95108,             0.61656,               0.051,            0.010662,           1.292e-05,             0.12882,          0.00098908,          0.00098908,          0.00098908
                  22,            0.060877,           0.0094666,          1.2847e-05,             0.12565,                0.83,              0.9515,              0.9395,             0.63573,            0.052621,             0.01022,          1.2966e-05,             0.12466,          0.00098797,          0.00098797,          0.00098797
                  23,             0.06083,           0.0092175,          1.1197e-05,             0.12164,             0.87604,             0.96294,             0.95915,             0.62931,            0.051977,            0.010079,          1.2095e-05,             0.12286,           0.0009868,           0.0009868,           0.0009868
                  24,            0.060413,           0.0095828,          1.0673e-05,             0.12148,             0.85833,             0.95149,             0.94731,             0.66083,            0.051667,            0.010622,          1.1105e-05,             0.12146,          0.00098558,          0.00098558,          0.00098558
                  25,            0.059951,           0.0095913,          1.0809e-05,             0.11942,              0.9138,             0.93035,             0.96952,             0.65267,            0.052126,            0.010134,           1.103e-05,             0.11811,          0.00098431,          0.00098431,          0.00098431
                  26,            0.059718,           0.0091757,          8.6259e-06,             0.11488,             0.92054,             0.93764,             0.97428,             0.68257,            0.049556,            0.010094,          9.3515e-06,             0.11725,          0.00098298,          0.00098298,          0.00098298
                  27,            0.057783,           0.0090564,          8.7009e-06,             0.11274,             0.91761,             0.95381,             0.97282,              0.6707,            0.048088,           0.0098356,          9.2017e-06,             0.11666,           0.0009816,           0.0009816,           0.0009816
                  28,              0.0554,           0.0090232,          7.6672e-06,                0.11,              0.9118,             0.95612,             0.97136,             0.68671,            0.050147,           0.0098814,          7.6717e-06,             0.11256,          0.00098017,          0.00098017,          0.00098017
                  29,            0.056536,           0.0084174,          7.2784e-06,             0.10817,             0.95593,             0.90993,             0.97838,              0.6769,            0.046806,           0.0098052,          7.9901e-06,             0.11078,          0.00097868,          0.00097868,          0.00097868
