               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.16931,            0.021968,           0.0084298,             0.28841,             0.11762,             0.21795,            0.061677,            0.011128,             0.13748,            0.029366,           0.0015351,             0.19188,            0.000128,            0.000128,            0.043728
                   1,             0.11869,            0.025525,           0.0010449,             0.18599,             0.32238,             0.31178,             0.17629,            0.050208,             0.10053,            0.029672,          0.00062247,             0.18756,          0.00025699,          0.00025699,            0.037407
                   2,            0.098819,            0.024666,          0.00050918,             0.18414,             0.42898,             0.30363,             0.26284,            0.082694,            0.085342,             0.02511,          0.00036926,             0.18741,          0.00038596,          0.00038596,            0.031086
                   3,            0.088723,            0.020003,          0.00031089,             0.18446,             0.42391,             0.39426,              0.3293,             0.10987,            0.081657,            0.020813,          0.00026279,             0.18679,          0.00051487,          0.00051487,            0.024765
                   4,            0.090002,            0.016429,          0.00022107,              0.1849,             0.51468,             0.43649,             0.37172,             0.11666,              0.0749,            0.017306,          0.00017937,             0.18534,          0.00064372,          0.00064372,            0.018444
                   5,            0.082783,            0.014142,          0.00016144,              0.1814,             0.51089,              0.4318,             0.33459,              0.1018,            0.077049,            0.014826,          0.00013669,              0.1846,          0.00077247,          0.00077247,            0.012122
                   6,                0.08,            0.012215,          0.00010787,             0.18034,             0.64537,             0.53118,              0.5155,             0.18061,            0.071334,            0.015013,          9.4768e-05,             0.18317,          0.00090111,          0.00090111,           0.0058011
                   7,            0.079635,            0.011831,          9.6276e-05,              0.1808,             0.50093,             0.57968,             0.45925,             0.15255,            0.066824,             0.01244,          9.5731e-05,             0.18096,          0.00099866,          0.00099866,          0.00099866
                   8,            0.086108,             0.01127,          8.8341e-05,             0.17838,             0.57329,             0.64665,             0.61137,             0.23433,            0.071005,            0.013238,          8.2555e-05,             0.17848,          0.00099866,          0.00099866,          0.00099866
                   9,            0.084367,            0.011822,          8.4741e-05,              0.1746,             0.65316,             0.60508,             0.64984,             0.24896,            0.070099,             0.01369,          7.4505e-05,             0.17488,          0.00099825,          0.00099825,          0.00099825
                  10,            0.074607,            0.011282,          6.0188e-05,             0.17102,             0.77928,             0.66047,              0.7807,             0.35523,            0.066348,            0.011968,          6.1574e-05,             0.17143,          0.00099778,          0.00099778,          0.00099778
                  11,             0.07001,            0.010742,          5.4373e-05,             0.16786,             0.79718,             0.72748,             0.83414,             0.40598,            0.058369,            0.011571,          4.6055e-05,             0.16798,          0.00099726,          0.00099726,          0.00099726
                  12,            0.068725,            0.010379,          4.3329e-05,             0.16415,             0.86648,             0.85429,             0.90899,             0.42376,            0.056251,            0.010714,          3.7457e-05,             0.16522,          0.00099669,          0.00099669,          0.00099669
                  13,             0.06696,           0.0098618,          3.9516e-05,             0.16247,             0.85544,             0.81293,             0.87781,             0.41949,            0.055842,            0.010805,          3.6462e-05,             0.16218,          0.00099606,          0.00099606,          0.00099606
                  14,            0.064016,           0.0097644,          3.3152e-05,               0.158,             0.82587,             0.85681,             0.91849,             0.50113,            0.054911,            0.010733,          3.1097e-05,             0.15877,          0.00099538,          0.00099538,          0.00099538
                  15,             0.06323,           0.0098098,          3.1537e-05,             0.15623,             0.78501,             0.94449,              0.9104,             0.49323,            0.053773,            0.010471,           2.998e-05,             0.15536,          0.00099464,          0.00099464,          0.00099464
                  16,            0.061802,           0.0097509,          2.9629e-05,             0.15165,             0.80869,             0.93764,             0.94086,             0.57967,            0.054303,            0.010263,          2.7167e-05,             0.15263,          0.00099385,          0.00099385,          0.00099385
                  17,            0.059159,           0.0093632,          2.4789e-05,             0.14699,             0.89351,             0.87529,             0.94474,             0.59855,            0.049617,            0.010041,          2.2847e-05,             0.14901,          0.00099301,          0.00099301,          0.00099301
                  18,            0.058038,           0.0090347,          2.0744e-05,             0.14424,             0.86353,             0.86605,             0.93758,             0.59774,            0.047677,           0.0097807,          1.8479e-05,             0.14702,          0.00099211,          0.00099211,          0.00099211
                  19,            0.058276,           0.0095105,          1.6731e-05,             0.14031,             0.86256,             0.87298,             0.93193,              0.6096,            0.050669,           0.0095159,          1.7558e-05,             0.14336,          0.00099115,          0.00099115,          0.00099115
                  20,            0.060812,           0.0090573,          1.6831e-05,             0.14139,             0.88755,             0.91144,             0.96251,             0.60944,            0.051278,           0.0094921,          1.6385e-05,             0.14185,          0.00099015,          0.00099015,          0.00099015
                  21,            0.059085,           0.0092259,           1.622e-05,             0.13958,             0.83822,             0.91917,             0.93847,              0.5926,            0.052493,           0.0096714,          1.7342e-05,             0.13796,          0.00098908,          0.00098908,          0.00098908
                  22,            0.060907,           0.0088066,          1.7297e-05,             0.13428,             0.88912,              0.9261,              0.9577,             0.60322,            0.050546,           0.0092815,          1.6852e-05,             0.13709,          0.00098797,          0.00098797,          0.00098797
                  23,            0.063267,           0.0092859,          1.5017e-05,             0.13415,             0.86602,              0.9261,             0.95293,             0.64109,            0.054322,           0.0097773,          1.5057e-05,             0.13527,           0.0009868,           0.0009868,           0.0009868
                  24,            0.066505,           0.0096136,          1.4285e-05,             0.12957,             0.86559,             0.90723,             0.94641,             0.60449,            0.057098,           0.0099206,          1.5788e-05,             0.13388,          0.00098558,          0.00098558,          0.00098558
                  25,            0.060697,           0.0091208,          1.4857e-05,             0.12996,             0.85854,             0.95381,             0.96415,             0.65384,            0.046791,           0.0093058,          1.3049e-05,               0.132,          0.00098431,          0.00098431,          0.00098431
                  26,            0.056241,           0.0083181,          1.2077e-05,             0.12655,             0.87439,             0.88423,              0.9497,             0.62717,            0.052389,           0.0096162,          1.3219e-05,              0.1279,          0.00098298,          0.00098298,          0.00098298
